iter	Passed	Remaining
1442	116657	45030
1443	116726	44944
1444	116804	44862
1445	116892	44784
1446	116966	44700
1447	117033	44615
1448	117108	44531
1449	117183	44448
1450	117255	44364
1451	117331	44282
1452	117406	44199
1453	117479	44115
1454	117552	44031
1455	117627	43948
1456	117698	43864
1457	117761	43777
1458	117852	43700
1459	117940	43621
1460	118027	43543
1461	118118	43466
1462	118195	43383
1463	118272	43301
1464	118348	43219
1465	118422	43136
1466	118496	43053
1467	118573	42970
1468	118650	42888
1469	118725	42805
1470	118799	42722
1471	118899	42648
1472	118981	42568
1473	119070	42490
1474	119144	42407
1475	119211	42321
1476	119279	42236
1477	119349	42151
1478	119417	42066
1479	119493	41984
1480	119563	41899
1481	119638	41816
1482	119708	41732
1483	119780	41648
1484	119874	41572
1485	119962	41494
1486	120039	41412
1487	120111	41328
1488	120186	41245
1489	120264	41164
1490	120333	41079
1491	120406	40996
1492	120474	40911
1493	120539	40825
1494	120608	40740
1495	120678	40656
1496	120773	40580
1497	120857	40500
1498	120944	40422
1499	121028	40342
1500	121114	40263
1501	121189	40181
1502	121255	40095
1503	121322	40010
1504	121393	39926
1505	121463	39842
1506	121532	39758
1507	121604	39674
1508	121676	39591
1509	121748	39507
1510	121829	39427
1511	121923	39350
1512	122009	39271
1513	122098	39194
1514	122171	39111
1515	122242	39027
1516	122310	38942
1517	122385	38860
1518	122474	38782
1519	122544	38698
1520	122615	38614
1521	122686	38530
1522	122753	38446
1523	122823	38362
1524	122917	38285
1525	123012	38209
1526	123097	38130
1527	123163	38045
1528	123235	37962
1529	123307	37878
1530	123379	37795
1531	123458	37714
1532	123541	37634
1533	123622	37554
1534	123705	37474
1535	123778	37391
1536	123860	37311
1537	123960	37236
1538	124041	37156
1539	124119	37074
1540	124195	36992
1541	124270	36910
1542	124346	36828
1543	124414	36744
1544	124490	36662
1545	124562	36579
1546	124638	36497
1547	124717	36416
1548	124794	36334
1549	124888	36257
1550	124984	36181
1551	125079	36105
1552	125163	36025
1553	125237	35943
1554	125315	35861
1555	125387	35778
1556	125467	35698
1557	125535	35614
1558	125608	35531
1559	125686	35449
1560	125761	35367
1561	125840	35286
1562	125936	35210
1563	126023	35131
1564	126109	35052
1565	126181	34969
1566	126257	34887
1567	126355	34812
1568	126430	34730
1569	126500	34646
1570	126567	34562
1571	126638	34479
1572	126709	34396
1573	126782	34313
1574	126860	34232
1575	126951	34154
1576	127038	34075
1577	127111	33993
1578	127181	33909
1579	127251	33826
1580	127323	33743
1581	127397	33661
1582	127474	33579
1583	127548	33497
1584	127620	33414
1585	127691	33331
1586	127766	33249
1587	127842	33168
1588	127930	33089
1589	128026	33013
1590	128116	32935
1591	128189	32852
1592	128256	32768
1593	128332	32686
1594	128401	32603
1595	128475	32521
1596	128548	32438
1597	128618	32355
1598	128694	32274
1599	128773	32193
1600	128852	32112
1601	128953	32037
1602	129017	31952
1603	129126	31879
1604	129205	31798
1605	129279	31716
1606	129345	31631
1607	129422	31550
1608	129495	31468
1609	129570	31386
1610	129646	31305
1611	129720	31223
1612	129793	31140
1613	129869	31059
1614	129964	30982
1615	130058	30905
1616	130163	30830
1617	130231	30746
1618	130302	30664
1619	130375	30581
1620	130458	30502
1621	130533	30420
1622	130602	30337
1623	130680	30256
1624	130751	30173
1625	130826	30091
1626	130900	30009
1627	130986	29930
1628	131073	29851
1629	131156	29771
1630	131229	29689
1631	131304	29607
1632	131380	29526
1633	131455	29444
1634	131531	29363
1635	131604	29281
1636	131676	29198
1637	131750	29117
1638	131827	29035
1639	131918	28957
